COMMAND     PID             USER   FD      TYPE             DEVICE   SIZE/OFF                NODE NAME
loginwind   193 vishalendupandey  cwd       DIR                1,4        704                   2 /
coreauthd   474 vishalendupandey  txt       REG                1,4    1568368 1152921500312399842 /usr/lib/dyld
coreauthd   474 vishalendupandey    0r      CHR                3,2        0t0                 310 /dev/null
coreauthd   474 vishalendupandey    1u      CHR                3,2        0t0                 310 /dev/null
coreauthd   474 vishalendupandey    2u      CHR                3,2        0t0                 310 /dev/null
cfprefsd    475 vishalendupandey  cwd       DIR                1,4        704                   2 /
cfprefsd    475 vishalendupandey  txt       REG                1,4      68688 1152921500312399594 /usr/sbin/cfprefsd
cfprefsd    475 vishalendupandey  txt       REG                1,4      28420             9203200 /Library/Preferences/Logging/.plist-cache.A5TiaRRi
cfprefsd    475 vishalendupandey  txt       REG                1,4    1568368 1152921500312399842 /usr/lib/dyld
cfprefsd    475 vishalendupandey    0r      CHR                3,2        0t0                 310 /dev/null
cfprefsd    475 vishalendupandey    1u      CHR                3,2        0t0                 310 /dev/null
cfprefsd    475 vishalendupandey    2u      CHR                3,2        0t0                 310 /dev/null
UserEvent   479 vishalendupandey  cwd       DIR                1,4        704                   2 /
UserEvent   479 vishalendupandey  txt       REG                1,4      53264 1152921500312398504 /usr/libexec/UserEventAgent
UserEvent   479 vishalendupandey  txt       REG                1,4      28420             9203200 /Library/Preferences/Logging/.plist-cache.A5TiaRRi
UserEvent   479 vishalendupandey  txt       REG                1,4     170592 1152921500312440561 /System/Library/Frameworks/Security.framework/Versions/A/PlugIns/csparser.bundle/Contents/MacOS/csparser
UserEvent   479 vishalendupandey  txt       REG                1,4      32768             7391933 /private/var/db/mds/messages/501/se_SecurityMessages
UserEvent   479 vishalendupandey  txt       REG                1,4      37168 1152921500312402364 /System/Library/UserEventPlugins/AppleHIDMouseAgent.plugin/Contents/MacOS/AppleHIDMouseAgent
UserEvent   479 vishalendupandey  txt       REG                1,4      70704 1152921500312402548 /System/Library/UserEventPlugins/BluetoothUserAgent-Plugin.plugin/Contents/MacOS/BluetoothUserAgent-Plugin
UserEvent   479 vishalendupandey  txt       REG                1,4      40272 1152921500312402517 /System/Library/UserEventPlugins/BonjourEvents.plugin/Contents/MacOS/BonjourEvents
UserEvent   479 vishalendupandey  txt       REG                1,4      45936 1152921500312402481 /System/Library/UserEventPlugins/CaptiveUserAgent.plugin/Contents/MacOS/CaptiveUserAgent
UserEvent   479 vishalendupandey  txt       REG                1,4      48640 1152921500312402530 /System/Library/UserEventPlugins/EAPOLMonitor.plugin/Contents/MacOS/EAPOLMonitor
UserEvent   479 vishalendupandey  txt       REG                1,4      30544 1152921500312402658 /System/Library/UserEventPlugins/GSSNotificationForwarder.plugin/Contents/MacOS/GSSNotificationForwarder
UserEvent   479 vishalendupandey  txt       REG                1,4      39440 1152921500312402576 /System/Library/UserEventPlugins/PrinterMonitor.plugin/Contents/MacOS/PrinterMonitor
UserEvent   479 vishalendupandey  txt       REG                1,4      49264 1152921500312402694 /System/Library/UserEventPlugins/LocationMenu.plugin/Contents/MacOS/LocationMenu
UserEvent   479 vishalendupandey  txt       REG                1,4      48784 1152921500312402558 /System/Library/UserEventPlugins/SCMonitor.plugin/Contents/MacOS/SCMonitor
UserEvent   479 vishalendupandey  txt       REG                1,4      28208 1152921500312402594 /System/Library/UserEventPlugins/SystemPolicyEvents.plugin/Contents/MacOS/SystemPolicyEvents
UserEvent   479 vishalendupandey  txt       REG                1,4      34112 1152921500312402355 /System/Library/UserEventPlugins/com.apple.TimeMachine.plugin/Contents/MacOS/com.apple.TimeMachine
UserEvent   479 vishalendupandey  txt       REG                1,4      41184 1152921500312402382 /System/Library/UserEventPlugins/com.apple.alarm.plugin/Contents/MacOS/com.apple.alarm
UserEvent   479 vishalendupandey  txt       REG                1,4      34368 1152921500312402567 /System/Library/UserEventPlugins/com.apple.bonjour.plugin/Contents/MacOS/com.apple.bonjour
UserEvent   479 vishalendupandey  txt       REG                1,4      29920 1152921500312402508 /System/Library/UserEventPlugins/com.apple.cfnotification.plugin/Contents/MacOS/com.apple.cfnotification
UserEvent   479 vishalendupandey  txt       REG                1,4     117632 1152921500312402309 /System/Library/UserEventPlugins/com.apple.cts.plugin/Contents/MacOS/com.apple.cts
UserEvent   479 vishalendupandey  txt       REG                1,4      29360 1152921500312402300 /System/Library/UserEventPlugins/com.apple.diskarbitration.plugin/Contents/MacOS/com.apple.diskarbitration
UserEvent   479 vishalendupandey  txt       REG                1,4      29216 1152921500312402463 /System/Library/UserEventPlugins/com.apple.dispatch.vfs.plugin/Contents/MacOS/com.apple.dispatch.vfs
UserEvent   479 vishalendupandey  txt       REG                1,4      35344 1152921500312402649 /System/Library/UserEventPlugins/com.apple.fsevents.matching.plugin/Contents/MacOS/com.apple.fsevents.matching
UserEvent   479 vishalendupandey  txt       REG                1,4      33856 1152921500312402603 /System/Library/UserEventPlugins/com.apple.iokit.matching.plugin/Contents/MacOS/com.apple.iokit.matching
UserEvent   479 vishalendupandey  txt       REG                1,4      34048 1152921500312402336 /System/Library/UserEventPlugins/com.apple.launchd.helper.plugin/Contents/MacOS/com.apple.launchd.helper
UserEvent   479 vishalendupandey  txt       REG                1,4      33808 1152921500312402436 /System/Library/UserEventPlugins/com.apple.lockout.lifecycle.plugin/Contents/MacOS/com.apple.lockout.lifecycle
UserEvent   479 vishalendupandey  txt       REG                1,4      28384 1152921500312402631 /System/Library/UserEventPlugins/com.apple.notifyd.matching.plugin/Contents/MacOS/com.apple.notifyd.matching
UserEvent   479 vishalendupandey  txt       REG                1,4      98896 1152921500312402703 /System/Library/UserEventPlugins/com.apple.netsvcproxy.plugin/Contents/MacOS/com.apple.netsvcproxy
UserEvent   479 vishalendupandey  txt       REG                1,4      30016 1152921500312402454 /System/Library/UserEventPlugins/com.apple.nsurlsessiond.plugin/Contents/MacOS/com.apple.nsurlsessiond
UserEvent   479 vishalendupandey  txt       REG                1,4      28064 1152921500312402640 /System/Library/UserEventPlugins/com.apple.rapport.events.plugin/Contents/MacOS/com.apple.rapport.events
UserEvent   479 vishalendupandey  txt       REG                1,4      28688 1152921500312402472 /System/Library/UserEventPlugins/com.apple.reachability.plugin/Contents/MacOS/com.apple.reachability
UserEvent   479 vishalendupandey  txt       REG                1,4      54944 1152921500312402622 /System/Library/UserEventPlugins/com.apple.rcdevent.matching.plugin/Contents/MacOS/com.apple.rcdevent.matching
UserEvent   479 vishalendupandey  txt       REG                1,4      33568 1152921500312402427 /System/Library/UserEventPlugins/com.apple.remoteservicediscovery.events.plugin/Contents/MacOS/com.apple.remoteservicediscovery.events
UserEvent   479 vishalendupandey  txt       REG                1,4      29328 1152921500312402318 /System/Library/UserEventPlugins/com.apple.systemconfiguration.plugin/Contents/MacOS/com.apple.systemconfiguration
UserEvent   479 vishalendupandey  txt       REG                1,4      40992 1152921500312402373 /System/Library/UserEventPlugins/com.apple.time.plugin/Contents/MacOS/com.apple.time
UserEvent   479 vishalendupandey  txt       REG                1,4      38416 1152921500312402490 /System/Library/UserEventPlugins/com.apple.touchbar.matching.plugin/Contents/MacOS/com.apple.touchbar.matching
UserEvent   479 vishalendupandey  txt       REG                1,4      41328 1152921500312402613 /System/Library/UserEventPlugins/com.apple.universalaccess.events.plugin/Contents/MacOS/com.apple.universalaccess.events
UserEvent   479 vishalendupandey  txt       REG                1,4      34080 1152921500312402346 /System/Library/UserEventPlugins/com.apple.usernotificationcenter.matching.plugin/Contents/MacOS/com.apple.usernotificationcenter.matching
UserEvent   479 vishalendupandey  txt       REG                1,4      38320 1152921500312402409 /System/Library/UserEventPlugins/routined.events.plugin/Contents/MacOS/routined.events
UserEvent   479 vishalendupandey  txt       REG                1,4      50913             9556431 /private/var/db/analyticsd/events.whitelist
UserEvent   479 vishalendupandey  txt       REG                1,4     239648             1283879 /private/var/db/timezone/tz/2019c.1.0/icutz/icutz44l.dat
UserEvent   479 vishalendupandey  txt       REG                1,4     226040             9208035 /Library/Application Support/CrashReporter/SubmitDiagInfo.domains
UserEvent   479 vishalendupandey  txt       REG                1,4    1568368 1152921500312399842 /usr/lib/dyld
UserEvent   479 vishalendupandey  txt       REG                1,4   28484912 1152921500312401253 /usr/share/icu/icudt64l.dat
UserEvent   479 vishalendupandey    0r      CHR                3,2        0t0                 310 /dev/null
UserEvent   479 vishalendupandey    1u      CHR                3,2        0t0                 310 /dev/null
UserEvent   479 vishalendupandey    2u      CHR                3,2      0t460                 310 /dev/null
UserEvent   479 vishalendupandey    3u     unix 0xfd4cf871f6d5dcf7        0t0                     ->0xfd4cf871f6d5dc2f
UserEvent   479 vishalendupandey    4r      DIR                1,4         96              734409 /private/var/folders/dl/mpm99lhd3r56p0x20l5ttzgm0000gn/0/com.apple.lockoutagent
UserEvent   479 vishalendupandey    5u     unix 0xfd4cf871f6d5e8af        0t0                     ->0xfd4cf871f6d5da9f
UserEvent   479 vishalendupandey    6u   KQUEUE                                                   count=0, state=0x8
UserEvent   479 vishalendupandey    7r      DIR                1,4       2240              689124 /Users/vishalendupandey/Library
UserEvent   479 vishalendupandey    8r      DIR                1,4       2240              689124 /Users/vishalendupandey/Library
UserEvent   479 vishalendupandey    9r      DIR                1,4       1600              689123 /Users/vishalendupandey
UserEvent   479 vishalendupandey   10r      DIR                1,4        192              643587 /Users
UserEvent   479 vishalendupandey   11r      DIR                1,4        768 1152921500311879682 /System/Volumes/Data
UserEvent   479 vishalendupandey   12r      DIR                1,4         96 1152921500312303809 /System/Volumes
UserEvent   479 vishalendupandey   13r      DIR                1,4        256 1152921500311902446 /System
UserEvent   479 vishalendupandey   14u   KQUEUE                                                   count=0, state=0x8
UserEvent   479 vishalendupandey   15r      DIR                1,4         64              680417 /private/var/db/PanicReporter
UserEvent   479 vishalendupandey   16r      DIR                1,4       3072             9179577 /private/var/db
UserEvent   479 vishalendupandey   17r      DIR                1,4        864             9179576 /private/var
UserEvent   479 vishalendupandey   18r      DIR                1,4        192             9179575 /private
UserEvent   479 vishalendupandey   19r      DIR                1,4        768 1152921500311879682 /System/Volumes/Data
UserEvent   479 vishalendupandey   20r      DIR                1,4         96 1152921500312303809 /System/Volumes
UserEvent   479 vishalendupandey   21r      DIR                1,4        256 1152921500311902446 /System
UserEvent   479 vishalendupandey   22   NPOLICY                                                   
UserEvent   479 vishalendupandey   23u   KQUEUE                                                   count=0, state=0x8
UserEvent   479 vishalendupandey   24u   KQUEUE                                                   count=0, state=0x8
UserEvent   479 vishalendupandey   25u    systm 0xfd4cf871f7cb6d97        0t0                     [ctl com.apple.netsrc id 7 unit 8]
UserEvent   479 vishalendupandey   26u   KQUEUE                                                   count=0, state=0x8
UserEvent   479 vishalendupandey   28r      DIR                1,4       1824              689150 /Users/vishalendupandey/Library/Application Support
UserEvent   479 vishalendupandey   29r      DIR                1,4       2240              689124 /Users/vishalendupandey/Library
UserEvent   479 vishalendupandey   30r      DIR                1,4       1600              689123 /Users/vishalendupandey
UserEvent   479 vishalendupandey   31r      DIR                1,4        192              643587 /Users
UserEvent   479 vishalendupandey   32r      DIR                1,4        768 1152921500311879682 /System/Volumes/Data
UserEvent   479 vishalendupandey   33r      DIR                1,4         96 1152921500312303809 /System/Volumes
UserEvent   479 vishalendupandey   34r      DIR                1,4        256 1152921500311902446 /System
UserEvent   479 vishalendupandey   35r      DIR                1,4        160             1189211 /Users/vishalendupandey/Library/studentd
UserEvent   479 vishalendupandey   36r      DIR                1,4       1184             9200850 /private/var/run
